0x0030A002,8,0xBF,0xDF,0xE9,0xD1,0xD0,0x11,0x3E,0x8D,191,223,233,209,208,017,062,141
0x0A20A000,4,0x00,0x00,0x02,0x00,0x00,0x00,0x00,0x00,000,000,002,000,000,000,000,000
0x0220A006,8,0x80,0xB0,0x00,0x00,0x00,0x00,0x00,0x00,128,176,000,000,000,000,000,000
0x0810A000,8,0x01,0xFE,0x14,0x00,0x00,0x00,0x00,0x00,001,254,020,000,000,000,000,000
0x0810A000,8,0x01,0xFE,0x14,0x00,0x00,0x00,0x00,0x00,001,254,020,000,000,000,000,000
0x0810A000,8,0x01,0xFE,0x14,0x00,0x00,0x00,0x00,0x00,001,254,020,000,000,000,000,000
0x0028A00F,8,0x68,0x00,0x67,0xB9,0x81,0x48,0x00,0x00,104,000,103,185,129,072,000,000
0x0218A006,8,0x00,0x2C,0x00,0x2C,0x00,0x2C,0x00,0x2C,000,044,000,044,000,044,000,044
0x0220A006,8,0x80,0x90,0x00,0x00,0x00,0x00,0x00,0x00,128,144,000,000,000,000,000,000
0x0220A006,8,0x80,0x90,0x00,0x00,0x00,0x00,0x00,0x00,128,144,000,000,000,000,000,000
0x0810A000,8,0x01,0xFE,0x10,0x00,0x00,0x00,0x00,0x00,001,254,016,000,000,000,000,000
0x0028A00F,8,0xD9,0x00,0x27,0xB7,0x81,0x67,0xFF,0x00,217,000,039,183,129,103,255,000
0x0028A00F,8,0xCF,0x00,0x27,0xB9,0x81,0x67,0xFF,0x00,207,000,039,185,129,103,255,000
0x0028A00F,8,0xC1,0x00,0x27,0xB8,0x81,0x57,0xFE,0x00,193,000,039,184,129,087,254,000
0x0810A000,8,0x01,0xFE,0x10,0x00,0x00,0x00,0x00,0x00,001,254,016,000,000,000,000,000
0x0030A002,8,0xBF,0xDF,0xE9,0xD1,0xD0,0x11,0x3E,0x8C,191,223,233,209,208,017,062,140
0x0030A002,8,0xBF,0xDF,0xE9,0xD1,0xD0,0x11,0x3E,0x8C,191,223,233,209,208,017,062,140
0x0030A002,8,0xBF,0xDF,0xE9,0xD1,0xD0,0x11,0x3E,0x8C,191,223,233,209,208,017,062,140
0x0220A006,8,0x80,0xB0,0x00,0x00,0x00,0x00,0x00,0x00,128,176,000,000,000,000,000,000
0x0028A00F,8,0x8D,0x00,0x07,0xB8,0x81,0x67,0xFF,0x00,141,000,007,184,129,103,255,000
0x0028A00F,8,0xFF,0x00,0x07,0xB9,0x81,0x77,0xFF,0x00,255,000,007,185,129,119,255,000
0x0628A001,8,0x00,0x24,0x00,0x80,0x10,0x00,0x00,0x20,000,036,000,128,016,000,000,032
